query,expected_intent,actual_intent,routing_score,precision@3,recall@3,f1@3,gen_score,latency
Name characters closely associated with Kennen within the Kinkou Order.,Graph,Vector,0,0.0,0.0,0.0,5,5.55
Why did Kennen leave Bandle City?,Vector,Vector,1,0.0,0.0,0.0,10,4.68
When did Kennen first journey to the material realm?,Vector,Vector,1,0.0,0.0,0.0,10,2.45
What fascinated Kennen about the First Lands?,Vector,Vector,1,0.0,0.0,0.0,10,4.74
What led Kennen to forsake his ties to Bandle City?,Vector,Vector,1,0.0,0.0,0.0,10,3.77
How did Kennen's search for balance influence his integration into Ionia?,Hybrid,Vector,0,0.0,0.0,0.0,10,6.48
"Considering Kennen's role as Kinkou Order's Leader and his ancient journey, what is his primary objective in Ionia?",Hybrid,Vector,0,0.0,0.0,0.0,10,8.13
Is Kennen's older brother a member of the Kinkou Order?,Adversarial,Vector,0,0.0,0.0,0.0,10,1.63
Did Kennen ever betray Ionia's people in ancient times?,Adversarial,Vector,0,0.0,0.0,0.0,10,6.41
Who are the other Voidborn creatures closely related to Kha'Zix?,Graph,Vector,0,0.0,0.0,0.0,6,13.12
What is Kha'Zix's place of origin?,Graph,Vector,0,0.33,1.0,0.5,2,9.78
Who are Kha'Zix's creators?,Graph,Vector,0,0.0,0.0,0.0,10,6.75
What are Kha'Zix's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,0,4.92
What drives Kha'Zix's evolution?,Vector,Vector,1,0.0,0.0,0.0,10,8.18
Describe Kha'Zix's early life and how he became a predator.,Vector,Vector,1,0.0,0.0,0.0,10,18.81
How does Kha'Zix adapt and evolve through consumption?,Vector,Vector,1,0.0,0.0,0.0,10,8.41
What is Kha'Zix's fundamental nature as a species?,Vector,Vector,1,0.0,0.0,0.0,10,8.61
Describe Kha'Zix's predatory evolution within the Shuriman jungles.,Hybrid,Vector,0,0.0,0.0,0.0,4,25.1
"Explain Kha'Zix's role as a predator serving his creators, the Watchers.",Hybrid,Vector,0,0.0,0.0,0.0,10,14.39
What is Kha'Zix's older brother's name?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,7.01
Who betrayed Kha'Zix?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,2.74
What weapons do Lamb and Wolf use?,Graph,Vector,0,0.0,0.0,0.0,0,5.16
In which regions does Kindred reside or have origins?,Graph,Vector,0,0.0,0.0,0.0,10,15.04
List the characters that are related to Kindred.,Graph,Vector,0,0.0,0.0,0.0,0,3.25
What are the roles or occupations of Kindred?,Graph,Vector,0,0.0,0.0,0.0,0,10.48
Describe the fundamental nature of Kindred as spirit gods.,Vector,Vector,1,0.0,0.0,0.0,10,14.72
What is the legendary origin story of Kindred?,Vector,Vector,1,0.0,0.0,0.0,3,10.32
For how long have tales of Kindred been circulating?,Vector,Vector,1,0.0,0.0,0.0,5,7.04
What is Kindred's primary purpose or role within Runeterra?,Vector,Vector,1,0.0,0.0,0.0,10,6.72
"Considering Kindred's role as spirit gods of death across Runeterra, how might their relationship with Karthus, a mortal who seeks to defy death, be viewed?",Hybrid,Vector,0,0.0,0.0,0.0,0,29.65
"Given Kindred's origin story of splitting into two to avoid loneliness, and their residence in Runeterra, how does this duality reflect their eternal hunting of all things?",Hybrid,Vector,0,0.0,0.0,0.0,10,9.35
What does Kindred's brother think about their eternal hunt?,Adversarial,Vector,0,0.0,0.0,0.0,10,2.36
Who is the traitor that Kindred is tasked to hunt?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.52
What are Kled's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,0,3.19
In which region does Kled currently reside?,Graph,Vector,0,0.0,0.0,0.0,6,4.46
List the characters directly related to Kled.,Graph,Vector,0,0.0,0.0,0.0,0,1.91
What are the species of Kled and his pet?,Graph,Vector,0,0.0,0.0,0.0,3,6.26
Can you describe Kled's personality traits?,Vector,Vector,1,0.0,0.0,0.0,7,10.51
What are the key elements of Kled's distinctive attire?,Vector,Vector,1,0.0,0.0,0.0,10,8.29
What are some of Kled's notable aliases or titles?,Vector,Vector,1,0.0,0.0,0.0,10,24.04
What is the status of the background information for Kled?,Vector,Vector,1,0.0,0.0,0.0,10,4.77
How does Kled's fierce personality as a Noxian soldier contrast with his current residence in the Dalamor Plain?,Hybrid,Vector,0,0.0,0.0,0.0,10,14.2
How does Kled's relationship with his pet Skaarl affect his effectiveness as a soldier in Noxus?,Hybrid,Vector,0,0.0,0.0,0.0,6,12.89
What is the connection between Kled and the alias 'Traitor'?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,9.57
Describe Kled's relationship with his brother.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,9.88
What is Kog'Maw's primary weapon?,Graph,Vector,0,0.0,0.0,0.0,10,6.64
In which region was Kog'Maw created?,Graph,Vector,0,0.67,2.0,1.0,10,6.68
List the other Voidborn creatures related to Kog'Maw.,Graph,Vector,0,0.0,0.0,0.0,10,8.12
What was Kog'Maw's entry point into Runeterra?,Graph,Vector,0,0.33,1.0,0.5,10,6.32
Describe Kog'Maw's behavior after arriving in Runeterra.,Vector,Vector,1,0.0,0.0,0.0,0,26.17
What is known about Kog'Maw's creation?,Vector,Vector,1,0.0,0.0,0.0,10,5.74
What is the significance of Kog'Maw being slowly drawn towards Malzahar?,Vector,Vector,1,0.0,0.0,0.0,0,9.23
What species is Kog'Maw?,Vector,Vector,1,0.33,1.0,0.5,10,6.16
"Given Kog'Maw entered Runeterra through Icathia and is drawn to Malzahar, what is his current residence and what is his relationship with Malzahar?",Hybrid,Vector,0,0.33,0.33,0.33,10,10.85
Kog'Maw is a Voidborn creature. Describe his early actions after creation in the Void and his entry into Runeterra.,Hybrid,Vector,0,0.33,0.5,0.4,5,20.93
Is Kog'Maw considered a traitor by the Watchers who created him?,Adversarial/Trap,Vector,0,0.33,0.5,0.4,10,4.05
Who is Kog'Maw's older brother?,Adversarial/Trap,Vector,0,0.33,1.0,0.5,0,5.12
Who are LeBlanc's known pets?,Graph,Vector,0,0.0,0.0,0.0,9,4.44
In which region does LeBlanc currently reside?,Graph,Vector,0,0.0,0.0,0.0,10,2.18
List some key characters related to LeBlanc.,Graph,Vector,0,0.0,0.0,0.0,1,9.54
What are LeBlanc's primary magical abilities or weapons?,Graph,Vector,0,0.0,0.0,0.0,10,9.6
When was LeBlanc born according to historical timelines?,Vector,Vector,1,0.0,0.0,0.0,10,3.02
What was LeBlanc's perspective on Mordekaiser's character?,Vector,Vector,1,0.0,0.0,0.0,9,11.67
Describe the kind of events LeBlanc witnessed during the Iron Revenant's rule.,Vector,Vector,1,0.0,0.0,0.0,10,9.09
What magical specialization defined LeBlanc in her early life?,Vector,Vector,1,0.0,0.0,0.0,5,4.58
"Considering LeBlanc's known abilities and her role in Noxus, how might she use illusions to maintain the Black Rose's influence?",Hybrid,Vector,0,0.33,0.33,0.33,10,28.97
How did LeBlanc's understanding of Mordekaiser's ruthlessness shape her service during his reign?,Hybrid,Vector,0,0.0,0.0,0.0,5,11.42
Did LeBlanc view Mordekaiser as a traitor for his actions against Atakhan?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,8.86
LeBlanc is known as the Matron of the Black Rose. Does she have a prominent sister who also plays a significant role in Noxus?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,8.78
What weapon does Lee Sin use?,Graph,Vector,0,1.0,3.0,1.5,0,6.29
Where is Lee Sin's place of origin?,Graph,Vector,0,0.33,1.0,0.5,10,3.45
Name the characters related to Lee Sin.,Graph,Vector,0,0.33,1.0,0.5,10,4.87
What is Lee Sin's current residence?,Graph,Vector,0,1.0,3.0,1.5,0,6.91
Can you describe Lee Sin's physical appearance?,Vector,Vector,1,0.33,1.0,0.5,5,9.3
What is Lee Sin's species?,Vector,Vector,1,0.33,1.0,0.5,10,4.98
What is Lee Sin's age range?,Vector,Vector,1,0.33,1.0,0.5,10,2.7
What are Lee Sin's occupations?,Vector,Vector,1,0.33,1.0,0.5,10,1.46
How does Lee Sin's occupation as a Monk in Ionia relate to his status as a Monastery Guardian?,Hybrid,Vector,0,0.33,0.5,0.4,10,6.0
"What is the significance of Lee Sin's residence in Ionia, given his relationship with Karma?",Hybrid,Vector,0,0.67,0.67,0.67,9,7.39
Tell me about Lee Sin's older brother.,Adversarial/Trap,Vector,0,0.33,1.0,0.5,0,5.62
What role did the traitor play in Lee Sin's life?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,4.95
What weapons does Leona use?,Graph,Vector,0,0.0,0.0,0.0,10,4.93
In which region does Leona primarily operate?,Graph,Vector,0,0.0,0.0,0.0,10,5.64
Who is Leona's romantic partner mentioned in her lore?,Graph,Vector,0,0.0,0.0,0.0,10,4.7
Name one of Leona's siblings.,Graph,Vector,0,0.0,0.0,0.0,10,5.68
What were Leona's initial feelings towards Diana's ostracization by the Solari?,Vector,Vector,1,0.0,0.0,0.0,6,7.16
,,,,,,,,
 What secret did Diana share with Leona one night that related to ancient societies?,Vector,Vector,1,0.0,0.0,0.0,0,991.0
What label did the Solari give to Diana due to her non-conformist beliefs?,Vector,Vector,1,0.0,0.0,0.0,10,6.11
What advice did Leona give Diana regarding her discovery of the moon's ancient symbols?,Vector,Vector,1,0.0,0.0,0.0,5,6.94
"Considering Leona's Targon origins and her compassion for Diana, explain the initial tension between their differing beliefs within the Solari.",Hybrid,Vector,0,0.0,0.0,0.0,5,21.34
How does Leona's Targon heritage connect to her wielding of Solar Magic?,Hybrid,Vector,0,0.0,0.0,0.0,10,10.73
Describe Leona's relationship with her elder brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,11.77
Who was the ultimate betrayer that Leona had to confront?,Adversarial,Vector,0,0.0,0.0,0.0,0,9.01
What are Lissandra's primary weapons used in combat?,Graph,Vector,0,0.33,1.0,0.5,4,6.86
In which major region of Runeterra does Lissandra hold significant influence and reside?,Graph,Vector,0,0.33,1.0,0.5,10,4.02
Can you name Lissandra's two known sisters?,Graph,Vector,0,0.0,0.0,0.0,10,6.37
"List some of the characters and entities Lissandra is related to or associated with, besides her sisters.",Graph,Vector,0,0.0,0.0,0.0,10,15.18
What are Lissandra's underlying motivations for her actions and her pact with the Watchers?,Vector,Vector,1,0.0,0.0,0.0,5,21.2
Summarize Lissandra's perspective on the historical War of the Three Sisters.,Vector,Vector,1,0.0,0.0,0.0,4,13.14
What event in Lissandra's early life caused her to lose her sight?,Vector,Vector,1,0.0,0.0,0.0,10,5.36
Explain the terms of the deal Lissandra struck with the extradimensional entities known as the Watchers.,Vector,Vector,1,0.0,0.0,0.0,10,13.0
How has Lissandra's pact with the Frozen Watchers impacted her control and governance over the Freljord?,Hybrid,Vector,0,0.0,0.0,0.0,10,16.39
"Considering her sisters Avarosa and Serylda, how did their roles in the War of the Three Sisters ultimately lead Lissandra to become the Watchers' Seeker?",Hybrid,Vector,0,0.0,0.0,0.0,1,13.55
Can you tell me about Lissandra's younger sister?,Adversarial,Vector,0,0.0,0.0,0.0,0,7.3
Who was the ultimate traitor that Lissandra fought against in ancient times?,Adversarial,Vector,0,0.0,0.0,0.0,10,4.84
What are Lucian's primary weapons?,Graph,Vector,0,0.67,2.0,1.0,5,7.21
In which region was Lucian born and raised?,Graph,Vector,0,0.33,0.5,0.4,9,6.79
Who is Lucian's romantic interest?,Graph,Vector,0,0.33,1.0,0.5,0,4.96
Who were Lucian's parents?,Graph,Vector,0,0.33,1.0,0.5,10,4.75
What was Lucian's initial aspiration as a young man?,Vector,Vector,1,0.0,0.0,0.0,10,6.19
"What tragic event befell Senna, Lucian's wife?",Vector,Vector,1,0.0,0.0,0.0,5,5.03
How did Lucian manage to resurrect Senna after her death?,Vector,Vector,1,0.0,0.0,0.0,10,5.69
"Describe the major conflict involving Lucian, Senna, and Viego.",Vector,Vector,1,0.0,0.0,0.0,0,9.15
How did Lucian's upbringing in Demacia influence his path as a Sentinel of Light?,Hybrid,Vector,0,0.0,0.0,0.0,8,9.26
"Explain the conflict between Lucian and Thresh, detailing its origin.",Hybrid,Vector,0,0.0,0.0,0.0,10,20.27
What is Lucian's sister's name?,Adversarial,Vector,0,0.33,1.0,0.5,0,5.75
Who is the traitor that cursed Lucian's family?,Adversarial,Vector,0,0.0,0.0,0.0,10,7.28
What weapons does Lulu use?,Graph,Vector,0,0.0,0.0,0.0,10,6.1
Where is Lulu originally from?,Graph,Vector,0,0.0,0.0,0.0,10,3.38
Who is Lulu's magical pet?,Graph,Vector,0,0.0,0.0,0.0,0,2.99
Describe Lulu's relationship with Pix.,Graph,Vector,0,0.0,0.0,0.0,4,8.78
What are Lulu's personality traits?,Vector,Vector,1,0.0,0.0,0.0,10,8.61
How did Lulu get her magical staff?,Vector,Vector,1,0.0,0.0,0.0,0,4.38
What is The Glade?,Vector,Vector,1,0.0,0.0,0.0,0,6.42
What happened when Lulu tried to help the injured bird?,Vector,Vector,1,0.0,0.0,0.0,10,4.76
What kind of magic does Lulu practice in Bandle City?,Hybrid,Vector,0,0.0,0.0,0.0,0,5.37
How did Pix's guidance lead to Lulu becoming a trickster sorceress?,Hybrid,Vector,0,0.0,0.0,0.0,9,7.77
Does Lulu have a brother who is a traitor?,Adversarial,Vector,0,0.0,0.0,0.0,10,3.93
Tell me about Lulu's sister and her role in the Glade.,Adversarial,Vector,0,0.0,0.0,0.0,0,3.86
What regions is Malphite associated with?,Graph,Vector,0,0.0,0.0,0.0,5,7.4
Who created Malphite?,Graph,Vector,0,0.0,0.0,0.0,10,5.08
List characters related to Malphite.,Graph,Vector,0,0.0,0.0,0.0,0,2.24
Where did Malphite originate from?,Graph,Vector,0,0.0,0.0,0.0,10,6.13
What was Malphite's original purpose as a guardian?,Vector,Vector,1,0.0,0.0,0.0,10,3.81
Describe the purpose of the Monolith.,Vector,Vector,1,0.0,0.0,0.0,10,6.07
What happened to Ne'Zuk's plan to neutralize the Void?,Vector,Vector,1,0.0,0.0,0.0,0,3.97
What kind of being is Malphite?,Vector,Vector,1,0.0,0.0,0.0,10,9.28
"What was Malphite's role as an Order Enforcer in Ixtal, given the threat of the Void?",Hybrid,Vector,0,0.0,0.0,0.0,10,9.24
"How did Malphite's creator, Ne'Zuk, attempt to use elemental magic against the Void?",Hybrid,Vector,0,0.0,0.0,0.0,10,8.45
What is Malphite's relationship with his brother?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,6.48
Who is the traitor that caused the fall of the Monolith?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,3.31
List Malzahar's associated regions.,Graph,Vector,0,0.0,0.0,0.0,0,5.09
Who are Malzahar's known relatives or close associates?,Graph,Vector,0,0.0,0.0,0.0,0,5.28
What is Malzahar's primary occupation?,Graph,Vector,0,0.0,0.0,0.0,10,5.3
What weapon does Malzahar wield?,Graph,Vector,0,0.0,0.0,0.0,10,4.96
Describe Malzahar's early life and how he became a seer.,Vector,Vector,1,0.0,0.0,0.0,10,15.72
What psychological state did Malzahar experience after his parents' death?,Vector,Vector,1,0.0,0.0,0.0,5,5.8
What aspect of his future was hidden from Malzahar?,Vector,Vector,1,0.0,0.0,0.0,10,4.84
How did Malzahar's accurate predictions attract patrons?,Vector,Vector,1,0.0,0.0,0.0,5,3.26
How did Malzahar's upbringing in Shurima contribute to his connection with the Void?,Hybrid,Vector,0,0.0,0.0,0.0,10,9.48
"Considering his role as a Cult Leader in the Void faction, what past experiences might have led him to such a path?",Hybrid,Vector,0,0.0,0.0,0.0,10,22.42
Who was the traitor Malzahar served before his rise as Void Prophet?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,5.96
Tell me about Malzahar's brother and his role in Shurima.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.92
What is Maokai's primary weapon?,Graph,Vector,0,0.0,0.0,0.0,10,5.51
Which region did Maokai guard before the Ruination?,Graph,Vector,0,1.0,1.5,1.2,10,5.74
List one character that Maokai is related to.,Graph,Vector,0,0.0,0.0,0.0,10,5.66
What is Maokai's occupation in the Shadow Isles?,Graph,Vector,0,1.0,1.5,1.2,10,7.78
Describe Maokai's personality traits.,Vector,Vector,1,0.67,2.0,1.0,9,21.61
What cataclysmic event led to the change of the Blessed Isles?,Vector,Vector,1,0.0,0.0,0.0,10,6.46
What specific action did Maokai take to preserve the sacred water during the Ruination?,Vector,Vector,1,0.33,0.5,0.4,10,4.36
How old is Maokai?,Vector,Vector,1,1.0,1.5,1.2,10,10.15
Explain how Maokai's escape from the Blessed Isles during the Ruination led to his current status.,Hybrid,Vector,0,1.0,1.0,1.0,5,13.34
"Considering Maokai's role as a guardian, how does his connection to the Saplings reflect his past?",Hybrid,Vector,0,0.67,0.67,0.67,4,12.55
Tell me about the spirit who lost their home.,Adversarial,Vector,0,0.33,0.5,0.4,0,3.52
Who is the guardian of the corrupted lands?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.8
What are Master Yi's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,6.72
Where did Master Yi originate from?,Graph,Vector,0,0.33,1.0,0.5,10,5.08
Who are some characters related to Master Yi?,Graph,Vector,0,0.0,0.0,0.0,10,5.23
What faction does Master Yi belong to?,Graph,Vector,0,0.0,0.0,0.0,10,5.93
What drove Master Yi to abandon Wuju traditions during the Noxian invasion?,Vector,Vector,1,0.0,0.0,0.0,8,7.58
Describe Master Yi's early life and aspirations.,Vector,Vector,1,0.0,0.0,0.0,5,16.25
What significant event led Master Yi to take up arms against Noxus?,Vector,Vector,1,0.0,0.0,0.0,5,8.03
What was Master Yi's reputation as a swordsman during his training?,Vector,Vector,1,0.0,0.0,0.0,9,6.44
"Given Master Yi's origin in Wuju, Ionia, how did his personal philosophy clash with the Wuju Order's secrecy when faced with external threats?",Hybrid,Vector,0,0.33,0.33,0.33,10,14.54
"Considering Master Yi's mastery of Wuju Style, what is his relationship with other martial artists from Ionia, such as Wukong?",Hybrid,Vector,0,0.0,0.0,0.0,10,10.82
Is Master Yi's older brother a famous warrior?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,6.74
Who is the main traitor Master Yi fought against?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,10,4.8
What are Milio's weapons?,Graph,Vector,0,0.0,0.0,0.0,0,6.03
Where does Milio currently live?,Graph,Vector,0,0.0,0.0,0.0,9,4.8
Who is Milio's grandmother?,Graph,Vector,0,0.0,0.0,0.0,10,6.57
What species is Milio?,Graph,Vector,0,0.0,0.0,0.0,10,6.26
What is Milio's family history regarding the Yun Tal?,Vector,Vector,1,0.0,0.0,0.0,10,10.13
How did Milio struggle to understand discipline during his elemental magic training?,Vector,Vector,1,0.0,0.0,0.0,10,7.52
What happened to Milio's great-aunt Luné?,Vector,Vector,1,0.0,0.0,0.0,4,6.31
Describe Milio's childhood and early training with elemental axiomata.,Vector,Vector,1,0.0,0.0,0.0,5,15.55
Explain how Milio's family came to be exiled in Ixtal due to his great-aunt's treason.,Hybrid,Vector,0,0.0,0.0,0.0,5,9.79
What was the significance of the Yun Tal trials for Milio's grandmother and her mastery of earth magic?,Hybrid,Vector,0,0.0,0.0,0.0,10,8.15
Tell me about Milio's brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,7.96
Tell me about Milio's sister.,Adversarial,Vector,0,0.0,0.0,0.0,0,4.37
What are Miss Fortune's signature weapons?,Graph,Vector,0,0.0,0.0,0.0,5,5.31
Where is Miss Fortune from?,Graph,Vector,0,0.33,0.5,0.4,10,5.62
Who were Miss Fortune's parents?,Graph,Vector,0,0.33,0.5,0.4,0,4.48
Which pirate captain attacked Miss Fortune's family?,Graph,Vector,0,0.0,0.0,0.0,10,3.71
What traumatic event shaped Miss Fortune's early life?,Vector,Vector,1,0.0,0.0,0.0,0,4.55
What was Miss Fortune's mother's profession?,Vector,Vector,1,0.0,0.0,0.0,0,5.89
How did Sarah Fortune survive the attack on her home?,Vector,Vector,1,0.0,0.0,0.0,10,9.01
What was the consequence of Miss Fortune's mother crafting special pistols for Gangplank?,Vector,Vector,1,0.0,0.0,0.0,0,5.22
How did Miss Fortune's upbringing in Bilgewater and the murder of her parents by Gangplank influence her desire for vengeance and rule?,Hybrid,Vector,0,0.33,0.25,0.29,0,21.86
"What role does Bilgewater play in Miss Fortune's life, considering her personal history and current position as its ruler?",Hybrid,Vector,0,1.0,1.0,1.0,9,13.61
Does Miss Fortune have a brother who helped her exact revenge?,Adversarial,Vector,0,0.0,0.0,0.0,0,6.19
